name,brand,manufacturing_date,expiry_date,price,stock,image_url,section_id
"Ecolab - Orange Frc, Cleaner",Wikivu,02/08/2023,13/05/2024,161.08,11,http://dummyimage.com/x.png/ff4444/ffffff,19
Pepper - Orange,Pixonyx,30/06/2023,20/07/2024,24.05,38,http://dummyimage.com/x.png/cc0000/ffffff,16
"Bread - Sticks, Thin, Plain",Bluezoom,31/10/2022,09/02/2024,189.49,145,http://dummyimage.com/x.png/dddddd/000000,20
Chambord Royal,Linklinks,19/11/2022,26/05/2024,42.63,88,http://dummyimage.com/x.png/dddddd/000000,2
Peas Snow,Yacero,06/11/2022,04/01/2024,170.17,189,http://dummyimage.com/x.png/dddddd/000000,4
Lobster - Canned Premium,Bubbletube,22/03/2023,06/01/2025,81.22,165,http://dummyimage.com/x.png/ff4444/ffffff,20
"Fish - Halibut, Cold Smoked",Skimia,07/08/2023,23/09/2024,28.81,100,http://dummyimage.com/x.png/ff4444/ffffff,10
Nantucket Apple Juice,Riffpath,04/04/2023,24/03/2024,207.35,192,http://dummyimage.com/x.png/cc0000/ffffff,14
Cheese - Swiss,Yata,07/02/2023,24/05/2024,77.1,26,http://dummyimage.com/x.png/dddddd/000000,19
Oil - Sunflower,Browseblab,02/02/2023,16/05/2024,28.65,181,http://dummyimage.com/x.png/dddddd/000000,4
Pear - Asian,Oozz,29/11/2022,05/01/2024,68.78,172,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Oxtail - Cut,Kayveo,04/02/2023,14/01/2025,235.26,11,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Muffin Hinge 117n,Flipstorm,23/05/2023,17/12/2024,236.62,2,http://dummyimage.com/x.png/dddddd/000000,14
Wine - Magnotta - Belpaese,Omba,14/02/2023,24/08/2024,198.46,62,http://dummyimage.com/x.png/ff4444/ffffff,1
Ice Cream - Vanilla,Mudo,27/03/2023,28/11/2023,51.61,136,http://dummyimage.com/x.png/cc0000/ffffff,17
Cattail Hearts,Janyx,09/11/2022,01/11/2024,115.61,22,http://dummyimage.com/x.png/cc0000/ffffff,12
"Flour - Bran, Red",Jayo,03/07/2023,04/08/2024,175.3,21,http://dummyimage.com/x.png/ff4444/ffffff,11
Wine - Conde De Valdemar,Browsezoom,09/04/2023,18/07/2024,188.5,59,http://dummyimage.com/x.png/5fa2dd/ffffff,13
Garlic,Skiba,26/08/2022,09/01/2024,188.8,192,http://dummyimage.com/x.png/dddddd/000000,10
Huck White Towels,Meemm,30/03/2023,25/06/2024,238.57,2,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Anchovy Fillets,Zoombeat,17/02/2023,18/01/2024,168.5,34,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Beef Wellington,Zoozzy,08/07/2023,01/04/2024,205.08,2,http://dummyimage.com/x.png/ff4444/ffffff,5
Lamb Tenderloin Nz Fr,Skyba,21/09/2022,17/06/2024,210.15,200,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Apricots - Dried,Eire,17/03/2023,10/08/2024,297.79,115,http://dummyimage.com/x.png/cc0000/ffffff,4
Ostrich - Prime Cut,Divanoodle,24/08/2022,17/11/2023,231.4,155,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Wine - German Riesling,Voonte,23/01/2023,27/11/2024,251.21,135,http://dummyimage.com/x.png/dddddd/000000,7
Bread Base - Goodhearth,Ozu,29/10/2022,04/12/2024,84.94,118,http://dummyimage.com/x.png/cc0000/ffffff,8
Apple - Granny Smith,Meejo,30/04/2023,15/01/2025,263.45,170,http://dummyimage.com/x.png/cc0000/ffffff,12
"Cheese - Havarti, Roasted Garlic",Agimba,22/01/2023,25/03/2024,57.56,179,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Mousse - Mango,Youopia,26/08/2022,11/07/2024,153.02,150,http://dummyimage.com/x.png/ff4444/ffffff,7
Bread - 10 Grain Parisian,Chatterbridge,25/02/2023,09/04/2024,160.95,85,http://dummyimage.com/x.png/ff4444/ffffff,19
Shortbread - Cookie Crumbs,Yadel,20/02/2023,13/02/2024,209.36,69,http://dummyimage.com/x.png/5fa2dd/ffffff,8
Quiche Assorted,Quire,05/10/2022,16/09/2024,104.71,20,http://dummyimage.com/x.png/cc0000/ffffff,15
Longos - Greek Salad,Devpoint,04/10/2022,01/11/2024,38.47,23,http://dummyimage.com/x.png/cc0000/ffffff,13
"Soup - Campbells, Classic Chix",Vitz,19/05/2023,28/03/2024,68.77,20,http://dummyimage.com/x.png/cc0000/ffffff,19
Beef - Top Butt,Rhycero,12/06/2023,29/04/2024,200.0,138,http://dummyimage.com/x.png/5fa2dd/ffffff,2
Oyster - In Shell,Rhybox,30/06/2023,29/05/2024,104.37,57,http://dummyimage.com/x.png/cc0000/ffffff,9
Peppercorns - Green,Trupe,17/06/2023,02/10/2024,30.34,184,http://dummyimage.com/x.png/ff4444/ffffff,3
Jagermeister,Edgetag,27/10/2022,12/03/2024,34.45,20,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Sage - Rubbed,Mynte,25/11/2022,05/09/2024,149.15,107,http://dummyimage.com/x.png/dddddd/000000,15
Bagel - 12 Grain Preslice,Zoomcast,22/11/2022,17/07/2024,240.62,127,http://dummyimage.com/x.png/dddddd/000000,9
Wine - German Riesling,Trilia,02/01/2023,31/12/2024,86.0,27,http://dummyimage.com/x.png/cc0000/ffffff,13
"Mushroom - Shitake, Fresh",Edgepulse,08/05/2023,13/11/2023,2.58,108,http://dummyimage.com/x.png/cc0000/ffffff,10
Oil - Pumpkinseed,Shufflester,06/07/2023,26/12/2024,185.41,145,http://dummyimage.com/x.png/cc0000/ffffff,1
Compound - Orange,Browsedrive,22/08/2022,03/05/2024,80.11,71,http://dummyimage.com/x.png/cc0000/ffffff,19
Coffee - Flavoured,Meevee,18/08/2022,09/07/2024,250.46,111,http://dummyimage.com/x.png/dddddd/000000,12
Wine - Stoneliegh Sauvignon,Topiclounge,20/06/2023,03/03/2024,5.94,84,http://dummyimage.com/x.png/cc0000/ffffff,13
"Potatoes - Instant, Mashed",Yozio,29/08/2022,28/07/2024,236.1,60,http://dummyimage.com/x.png/cc0000/ffffff,5
Wine - Charddonnay Errazuriz,Photobean,13/12/2022,22/06/2024,154.77,52,http://dummyimage.com/x.png/cc0000/ffffff,16
Nantucket - Pomegranate Pear,Abatz,29/03/2023,06/09/2024,129.54,167,http://dummyimage.com/x.png/cc0000/ffffff,8
Smoked Paprika,InnoZ,02/02/2023,19/05/2024,55.99,75,http://dummyimage.com/x.png/cc0000/ffffff,9
"Pepper - Green, Chili",Quatz,14/03/2023,21/09/2024,228.74,79,http://dummyimage.com/x.png/dddddd/000000,10
Lettuce - Iceberg,Flashset,29/04/2023,18/09/2024,9.44,165,http://dummyimage.com/x.png/ff4444/ffffff,7
Soup - French Onion,Meembee,11/09/2022,15/11/2024,69.75,29,http://dummyimage.com/x.png/cc0000/ffffff,15
Table Cloth - 53x69 Colour,Brainbox,13/08/2022,04/01/2024,244.38,113,http://dummyimage.com/x.png/cc0000/ffffff,15
Wine - Chianti Classica Docg,Muxo,06/06/2023,24/12/2023,232.0,133,http://dummyimage.com/x.png/ff4444/ffffff,16
Muffin Mix - Raisin Bran,Yakijo,09/06/2023,16/12/2023,24.77,86,http://dummyimage.com/x.png/ff4444/ffffff,19
"Turnip - White, Organic",Vinte,28/04/2023,01/10/2024,98.57,130,http://dummyimage.com/x.png/dddddd/000000,20
"Sugar - Brown, Individual",Zoonder,08/08/2022,27/09/2024,22.45,142,http://dummyimage.com/x.png/dddddd/000000,4
"Asparagus - White, Fresh",Bubblebox,27/03/2023,08/12/2023,112.79,91,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Blueberries,Voonix,15/10/2022,26/12/2023,204.45,129,http://dummyimage.com/x.png/5fa2dd/ffffff,7
Bread - 10 Grain Parisian,Aimbo,24/05/2023,27/08/2024,208.96,193,http://dummyimage.com/x.png/dddddd/000000,13
Puree - Raspberry,Skiptube,25/10/2022,13/07/2024,195.69,32,http://dummyimage.com/x.png/ff4444/ffffff,18
"Basil - Primerba, Paste",Dazzlesphere,09/03/2023,15/02/2024,23.28,132,http://dummyimage.com/x.png/5fa2dd/ffffff,15
Table Cloth 81x81 Colour,Devcast,21/01/2023,15/12/2024,256.16,64,http://dummyimage.com/x.png/dddddd/000000,3
General Purpose Trigger,Rhyloo,09/05/2023,27/12/2024,175.77,2,http://dummyimage.com/x.png/dddddd/000000,2
"Juice - Apple, 1.36l",Oba,23/03/2023,02/10/2024,255.88,12,http://dummyimage.com/x.png/dddddd/000000,2
Wine - Two Oceans Cabernet,Rhynoodle,20/11/2022,28/11/2023,53.0,132,http://dummyimage.com/x.png/5fa2dd/ffffff,12
Cocktail Napkin Blue,Eimbee,02/05/2023,09/03/2024,247.92,133,http://dummyimage.com/x.png/dddddd/000000,9
Oregano - Fresh,Jaxworks,15/10/2022,21/11/2023,25.61,97,http://dummyimage.com/x.png/dddddd/000000,9
"Lentils - Red, Dry",Feedfire,28/03/2023,09/03/2024,62.1,92,http://dummyimage.com/x.png/ff4444/ffffff,4
Beans - Soya Bean,Jabbercube,28/08/2022,31/03/2024,260.92,119,http://dummyimage.com/x.png/dddddd/000000,6
Huck Towels White,Skimia,19/10/2022,01/02/2024,271.11,50,http://dummyimage.com/x.png/ff4444/ffffff,7
"Liners - Banana, Paper",Myworks,23/01/2023,06/10/2024,154.94,189,http://dummyimage.com/x.png/ff4444/ffffff,7
Calypso - Pineapple Passion,Quaxo,09/12/2022,06/07/2024,232.01,56,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Wine - Beringer Founders Estate,Skippad,18/11/2022,24/07/2024,220.52,80,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Vegetable - Base,Abata,03/11/2022,25/05/2024,148.03,98,http://dummyimage.com/x.png/dddddd/000000,14
Crab - Meat Combo,Eamia,28/11/2022,21/01/2024,263.72,160,http://dummyimage.com/x.png/dddddd/000000,14
Water - Green Tea Refresher,Oloo,22/03/2023,03/04/2024,156.95,165,http://dummyimage.com/x.png/5fa2dd/ffffff,6
Glaze - Clear,Buzzbean,27/11/2022,03/07/2024,152.98,193,http://dummyimage.com/x.png/dddddd/000000,11
"Nut - Peanut, Roasted",Flashset,22/01/2023,22/01/2024,121.35,174,http://dummyimage.com/x.png/ff4444/ffffff,8
Chocolate - Liqueur Cups With Foil,Geba,07/08/2023,01/07/2024,183.62,146,http://dummyimage.com/x.png/dddddd/000000,4
Wine - Tio Pepe Sherry Fino,Miboo,24/02/2023,22/12/2023,290.3,62,http://dummyimage.com/x.png/dddddd/000000,13
Browning Caramel Glace,Skibox,20/10/2022,30/11/2024,295.22,93,http://dummyimage.com/x.png/dddddd/000000,18
Cup - Paper 10oz 92959,Gigazoom,10/06/2023,08/12/2024,103.18,56,http://dummyimage.com/x.png/dddddd/000000,18
Lamb - Sausage Casings,Chatterbridge,01/02/2023,16/09/2024,61.81,49,http://dummyimage.com/x.png/ff4444/ffffff,12
Roe - White Fish,Realbridge,11/07/2023,25/02/2024,280.74,190,http://dummyimage.com/x.png/ff4444/ffffff,8
"Wine - White, Mosel Gold",Skivee,05/06/2023,26/06/2024,129.82,112,http://dummyimage.com/x.png/cc0000/ffffff,2
Coffee - 10oz Cup 92961,Yacero,14/12/2022,26/12/2024,263.21,116,http://dummyimage.com/x.png/dddddd/000000,18
Sauce - Hoisin,Thoughtworks,10/03/2023,16/07/2024,108.95,43,http://dummyimage.com/x.png/cc0000/ffffff,6
Fuji Apples,Reallinks,27/10/2022,21/12/2023,12.72,75,http://dummyimage.com/x.png/cc0000/ffffff,12
Pineapple - Golden,Twitterlist,05/08/2023,01/11/2024,173.32,156,http://dummyimage.com/x.png/ff4444/ffffff,6
Cranberries - Dry,Podcat,04/06/2023,04/08/2024,88.63,128,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Puff Pastry - Sheets,Shuffledrive,24/11/2022,29/01/2025,200.64,189,http://dummyimage.com/x.png/dddddd/000000,12
"Salmon - Smoked, Sliced",Eire,23/04/2023,12/01/2025,214.34,185,http://dummyimage.com/x.png/dddddd/000000,7
Pepper - Sorrano,Cogilith,09/03/2023,02/11/2024,250.52,3,http://dummyimage.com/x.png/cc0000/ffffff,6
Pear - Asian,Eire,02/10/2022,22/06/2024,152.37,75,http://dummyimage.com/x.png/ff4444/ffffff,19
Vodka - Smirnoff,Cogibox,15/12/2022,14/12/2024,203.32,4,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Turnip - White,Quatz,23/06/2023,09/02/2024,155.2,67,http://dummyimage.com/x.png/ff4444/ffffff,1
Spic And Span All Purpose,Mynte,30/06/2023,02/11/2023,264.82,177,http://dummyimage.com/x.png/dddddd/000000,12
Spinach - Baby,Devbug,31/05/2023,16/07/2024,10.89,190,http://dummyimage.com/x.png/dddddd/000000,9
Beer - Upper Canada Lager,Browsetype,10/09/2022,29/11/2024,122.13,110,http://dummyimage.com/x.png/ff4444/ffffff,9
"Sauce - Apple, Unsweetened",Flashset,24/04/2023,17/01/2025,293.69,186,http://dummyimage.com/x.png/ff4444/ffffff,14
Goat - Leg,Browsezoom,23/08/2022,21/11/2023,204.14,65,http://dummyimage.com/x.png/dddddd/000000,11
"Chocolate - Semi Sweet, Calets",Flipstorm,27/08/2022,20/07/2024,138.81,39,http://dummyimage.com/x.png/dddddd/000000,7
Sauce Tomato Pouch,Voolith,12/04/2023,17/05/2024,235.93,128,http://dummyimage.com/x.png/cc0000/ffffff,13
Lychee,Roombo,28/09/2022,08/08/2024,23.32,5,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Crackers - Melba Toast,Tagopia,30/05/2023,15/07/2024,18.65,191,http://dummyimage.com/x.png/cc0000/ffffff,13
Amarula Cream,Gigabox,05/02/2023,17/11/2023,67.96,22,http://dummyimage.com/x.png/dddddd/000000,17
"Nut - Pine Nuts, Whole",Eayo,04/06/2023,31/10/2023,23.44,43,http://dummyimage.com/x.png/ff4444/ffffff,2
"Bread - Roll, Whole Wheat",Dablist,08/04/2023,17/11/2024,35.73,132,http://dummyimage.com/x.png/ff4444/ffffff,1
Wine - Remy Pannier Rose,Kazio,22/05/2023,02/06/2024,54.93,52,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Halibut - Fletches,Dabshots,18/12/2022,04/02/2024,17.43,50,http://dummyimage.com/x.png/5fa2dd/ffffff,20
Pastry - Key Limepoppy Seed Tea,Skyndu,16/04/2023,22/12/2023,165.33,150,http://dummyimage.com/x.png/5fa2dd/ffffff,5
Tomato - Plum With Basil,Devpoint,01/05/2023,01/09/2024,284.35,148,http://dummyimage.com/x.png/5fa2dd/ffffff,12
Soup Campbells Turkey Veg.,Cogibox,13/10/2022,07/08/2024,256.56,112,http://dummyimage.com/x.png/ff4444/ffffff,2
Vinegar - Cider,Kanoodle,19/10/2022,07/12/2023,260.67,101,http://dummyimage.com/x.png/ff4444/ffffff,12
Squash - Guords,Photojam,26/09/2022,05/02/2024,114.56,30,http://dummyimage.com/x.png/dddddd/000000,2
Tomatillo,Topiclounge,07/05/2023,07/06/2024,9.62,186,http://dummyimage.com/x.png/ff4444/ffffff,1
Longos - Lasagna Veg,Oyondu,13/06/2023,24/11/2023,210.1,85,http://dummyimage.com/x.png/dddddd/000000,13
Neckerchief Blck,Twimm,06/11/2022,19/07/2024,155.36,63,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Buffalo - Tenderloin,Twitternation,22/12/2022,11/01/2024,239.42,60,http://dummyimage.com/x.png/dddddd/000000,1
Longos - Cheese Tortellini,Meemm,17/07/2023,16/09/2024,269.57,9,http://dummyimage.com/x.png/ff4444/ffffff,7
"Wine - Red, Antinori Santa",Yodel,25/02/2023,26/01/2025,149.54,170,http://dummyimage.com/x.png/dddddd/000000,2
Cherries - Fresh,Quaxo,19/08/2022,29/02/2024,197.72,91,http://dummyimage.com/x.png/ff4444/ffffff,7
Beef - Ground Lean Fresh,Zoomcast,21/08/2022,10/01/2024,80.75,109,http://dummyimage.com/x.png/ff4444/ffffff,9
Muffin Mix - Banana Nut,Thoughtstorm,29/05/2023,28/12/2023,20.18,114,http://dummyimage.com/x.png/5fa2dd/ffffff,9
Food Colouring - Red,Dablist,29/07/2023,07/12/2023,90.07,73,http://dummyimage.com/x.png/cc0000/ffffff,11
Muffin Batt - Blueberry Passion,Buzzster,19/11/2022,14/01/2024,150.76,27,http://dummyimage.com/x.png/5fa2dd/ffffff,18
Okra,Zoozzy,31/07/2023,09/12/2023,291.58,58,http://dummyimage.com/x.png/dddddd/000000,20
Puree - Passion Fruit,Kimia,08/06/2023,03/06/2024,292.24,164,http://dummyimage.com/x.png/dddddd/000000,2
Chicken - Tenderloin,Thoughtblab,25/01/2023,31/07/2024,235.59,65,http://dummyimage.com/x.png/ff4444/ffffff,3
Bread - Granary Small Pull,Oyonder,26/10/2022,15/02/2024,59.34,130,http://dummyimage.com/x.png/5fa2dd/ffffff,9
"Pasta - Elbows, Macaroni, Dry",Eadel,04/05/2023,02/03/2024,5.93,79,http://dummyimage.com/x.png/cc0000/ffffff,7
Icecream - Dstk Cml And Fdg,Tekfly,05/05/2023,22/04/2024,98.55,160,http://dummyimage.com/x.png/dddddd/000000,10
"Cup - 6oz, Foam",Tagcat,13/01/2023,29/05/2024,193.19,54,http://dummyimage.com/x.png/dddddd/000000,4
Smoked Paprika,Bluezoom,06/03/2023,30/07/2024,9.52,76,http://dummyimage.com/x.png/cc0000/ffffff,16
"Wine - White, Ej Gallo",Oyondu,03/04/2023,17/04/2024,280.72,199,http://dummyimage.com/x.png/5fa2dd/ffffff,12
Soupcontfoam16oz 116con,Linkbridge,03/02/2023,23/08/2024,271.44,92,http://dummyimage.com/x.png/dddddd/000000,5
Hummus - Spread,Oozz,29/10/2022,08/11/2024,131.02,151,http://dummyimage.com/x.png/cc0000/ffffff,17
Tomatoes - Yellow Hot House,Vinder,07/05/2023,05/10/2024,176.87,158,http://dummyimage.com/x.png/ff4444/ffffff,3
Coffee Caramel Biscotti,Twitterworks,20/09/2022,16/12/2024,10.48,127,http://dummyimage.com/x.png/ff4444/ffffff,20
"Pepsi - Diet, 355 Ml",Oozz,16/11/2022,14/02/2024,274.97,90,http://dummyimage.com/x.png/ff4444/ffffff,1
V8 Splash Strawberry Kiwi,Brightdog,31/05/2023,09/12/2024,172.9,52,http://dummyimage.com/x.png/5fa2dd/ffffff,10
Fenngreek Seed,Photofeed,21/03/2023,26/11/2024,60.52,84,http://dummyimage.com/x.png/ff4444/ffffff,13
Canadian Emmenthal,Tambee,09/08/2022,28/03/2024,80.12,194,http://dummyimage.com/x.png/cc0000/ffffff,20
Honey - Liquid,Dynabox,21/12/2022,02/05/2024,292.45,190,http://dummyimage.com/x.png/ff4444/ffffff,18
Wine - Soave Folonari,Skiptube,29/03/2023,18/11/2024,205.56,195,http://dummyimage.com/x.png/cc0000/ffffff,19
Olives - Nicoise,Riffwire,13/01/2023,01/05/2024,15.11,26,http://dummyimage.com/x.png/ff4444/ffffff,16
Kellogs Raisan Bran Bars,Topicshots,06/08/2023,08/11/2024,134.44,68,http://dummyimage.com/x.png/cc0000/ffffff,11
Cucumber - English,Zoovu,10/11/2022,03/10/2024,193.48,184,http://dummyimage.com/x.png/cc0000/ffffff,11
Bread - Corn Muffaletta,Topicware,07/04/2023,16/01/2024,9.13,185,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Rolled Oats,Quire,10/12/2022,30/03/2024,221.24,147,http://dummyimage.com/x.png/5fa2dd/ffffff,4
Chocolate - Mi - Amere Semi,Yodo,18/08/2022,21/01/2024,57.56,147,http://dummyimage.com/x.png/dddddd/000000,10
Macaroons - Two Bite Choc,Oyonder,24/10/2022,19/04/2024,117.9,80,http://dummyimage.com/x.png/ff4444/ffffff,14
Triple Sec - Mcguinness,Twitterlist,03/05/2023,21/12/2023,83.94,185,http://dummyimage.com/x.png/dddddd/000000,18
"Lemonade - Natural, 591 Ml",Mydo,22/03/2023,06/01/2024,22.87,152,http://dummyimage.com/x.png/dddddd/000000,14
Lamb - Ground,Flashpoint,27/11/2022,28/11/2024,283.48,93,http://dummyimage.com/x.png/dddddd/000000,3
Bread - Multigrain Oval,Lazzy,30/01/2023,20/07/2024,153.08,78,http://dummyimage.com/x.png/dddddd/000000,17
Bread - Assorted Rolls,Youbridge,10/03/2023,11/12/2024,246.02,40,http://dummyimage.com/x.png/5fa2dd/ffffff,1
Nescafe - Frothy French Vanilla,Myworks,06/08/2023,14/06/2024,92.83,114,http://dummyimage.com/x.png/ff4444/ffffff,20
Shrimp - Black Tiger 8 - 12,Yozio,15/01/2023,13/01/2025,191.36,35,http://dummyimage.com/x.png/cc0000/ffffff,8
"Pork - Sausage, Medium",Kaymbo,05/04/2023,15/07/2024,251.61,182,http://dummyimage.com/x.png/dddddd/000000,11
Oil - Margarine,Topicware,18/06/2023,06/05/2024,289.0,115,http://dummyimage.com/x.png/ff4444/ffffff,1
Tea - Decaf Lipton,Tavu,25/02/2023,18/09/2024,216.76,56,http://dummyimage.com/x.png/ff4444/ffffff,8
Banana,Geba,23/01/2023,28/07/2024,20.05,117,http://dummyimage.com/x.png/5fa2dd/ffffff,14
Lid Coffee Cup 8oz Blk,Quamba,01/10/2022,21/10/2024,66.56,168,http://dummyimage.com/x.png/cc0000/ffffff,16
"Chilli Paste, Hot Sambal Oelek",LiveZ,29/03/2023,04/01/2024,40.75,11,http://dummyimage.com/x.png/cc0000/ffffff,4
Icecream - Dstk Super Cone,Wordify,22/01/2023,24/04/2024,30.76,175,http://dummyimage.com/x.png/ff4444/ffffff,6
Truffle Cups - Red,Devcast,15/11/2022,09/11/2023,260.23,126,http://dummyimage.com/x.png/5fa2dd/ffffff,11
Grapes - Black,Camido,21/10/2022,14/07/2024,177.24,76,http://dummyimage.com/x.png/ff4444/ffffff,6
Herb Du Provence - Primerba,Lazzy,12/11/2022,04/02/2024,233.78,114,http://dummyimage.com/x.png/cc0000/ffffff,19
"Chicken - Breast, 5 - 7 Oz",Blognation,01/10/2022,27/01/2024,117.03,141,http://dummyimage.com/x.png/ff4444/ffffff,19
Sprite - 355 Ml,Oyoloo,12/11/2022,17/07/2024,63.27,149,http://dummyimage.com/x.png/5fa2dd/ffffff,1
"Sauce - White, Mix",Brightdog,06/06/2023,07/10/2024,266.07,188,http://dummyimage.com/x.png/ff4444/ffffff,20
Bagel - Everything Presliced,Browsebug,07/12/2022,10/12/2024,159.1,75,http://dummyimage.com/x.png/dddddd/000000,6
"Sauce - White, Mix",Rhybox,12/11/2022,12/05/2024,78.06,108,http://dummyimage.com/x.png/cc0000/ffffff,16
Pastry - Apple Muffins - Mini,Brainsphere,30/11/2022,06/02/2024,134.71,177,http://dummyimage.com/x.png/cc0000/ffffff,15
Vinegar - Raspberry,Oyonder,09/07/2023,25/11/2024,262.74,78,http://dummyimage.com/x.png/dddddd/000000,4
Pastry - Apple Large,Kwideo,13/03/2023,13/01/2025,283.29,180,http://dummyimage.com/x.png/dddddd/000000,7
Wine - Puligny Montrachet A.,Quatz,31/01/2023,19/10/2024,116.41,36,http://dummyimage.com/x.png/cc0000/ffffff,5
"Wine - Saint - Bris 2002, Sauv",Bubblebox,07/03/2023,28/07/2024,175.68,23,http://dummyimage.com/x.png/ff4444/ffffff,16
Steam Pan - Half Size Deep,Meetz,05/02/2023,11/10/2024,251.21,197,http://dummyimage.com/x.png/5fa2dd/ffffff,7
"Pasta - Tortellini, Fresh",Jetwire,11/07/2023,09/02/2024,255.18,100,http://dummyimage.com/x.png/dddddd/000000,5
"Soup - Beef, Base Mix",Centidel,23/08/2022,14/09/2024,281.16,2,http://dummyimage.com/x.png/dddddd/000000,6
"Cheese - Manchego, Spanish",Cogibox,19/10/2022,12/07/2024,12.83,30,http://dummyimage.com/x.png/cc0000/ffffff,6
Cleaner - Pine Sol,Camimbo,19/06/2023,12/02/2024,178.36,15,http://dummyimage.com/x.png/ff4444/ffffff,11
Nescafe - Frothy French Vanilla,Photofeed,16/04/2023,13/11/2024,113.76,166,http://dummyimage.com/x.png/dddddd/000000,6
Cheese - Comte,Thoughtstorm,23/02/2023,21/04/2024,10.86,95,http://dummyimage.com/x.png/dddddd/000000,6
Pomegranates,Kwinu,09/07/2023,02/06/2024,120.71,53,http://dummyimage.com/x.png/cc0000/ffffff,4
Muffin Mix - Lemon Cranberry,Zazio,24/08/2022,20/05/2024,77.14,33,http://dummyimage.com/x.png/dddddd/000000,1
Ecolab - Mikroklene 4/4 L,Tagchat,01/11/2022,14/12/2024,161.23,193,http://dummyimage.com/x.png/ff4444/ffffff,6
Milkettes - 2%,Leexo,31/03/2023,09/03/2024,43.58,13,http://dummyimage.com/x.png/5fa2dd/ffffff,14
Pepper - Chilli Seeds Mild,Skippad,03/02/2023,17/04/2024,199.98,116,http://dummyimage.com/x.png/5fa2dd/ffffff,12
Whmis - Spray Bottle Trigger,Jabbersphere,28/05/2023,24/08/2024,1.64,138,http://dummyimage.com/x.png/cc0000/ffffff,7
Lemon Grass,Kimia,13/01/2023,30/01/2025,248.92,161,http://dummyimage.com/x.png/dddddd/000000,9
"Yogurt - Peach, 175 Gr",Voomm,12/04/2023,07/04/2024,227.18,12,http://dummyimage.com/x.png/dddddd/000000,11
Wine - Kwv Chenin Blanc South,Vipe,19/06/2023,13/12/2024,27.29,101,http://dummyimage.com/x.png/5fa2dd/ffffff,13
Sobe - Lizard Fuel,Flashdog,26/03/2023,28/07/2024,113.79,33,http://dummyimage.com/x.png/cc0000/ffffff,12
"Doilies - 10, Paper",Jabbertype,19/06/2023,03/11/2023,140.18,12,http://dummyimage.com/x.png/cc0000/ffffff,12
Beans - Yellow,Jazzy,07/08/2023,03/01/2025,107.67,86,http://dummyimage.com/x.png/ff4444/ffffff,14
Glycerine,Youopia,25/01/2023,21/05/2024,29.31,198,http://dummyimage.com/x.png/ff4444/ffffff,14
Tea - Black Currant,Shufflester,08/04/2023,01/01/2024,277.91,144,http://dummyimage.com/x.png/cc0000/ffffff,4
Steam Pan Full Lid,Eidel,16/02/2023,07/06/2024,159.58,150,http://dummyimage.com/x.png/dddddd/000000,18
Cleaner - Comet,Talane,03/10/2022,20/11/2023,15.52,19,http://dummyimage.com/x.png/cc0000/ffffff,12
Beer - Camerons Cream Ale,Skiba,27/04/2023,13/10/2024,197.49,136,http://dummyimage.com/x.png/cc0000/ffffff,18
Pepper - Cayenne,Quaxo,26/06/2023,17/09/2024,215.53,36,http://dummyimage.com/x.png/cc0000/ffffff,10
"Pail - 15l White, With Handle",Zoomlounge,30/03/2023,19/12/2024,171.86,198,http://dummyimage.com/x.png/5fa2dd/ffffff,3
Ocean Spray - Ruby Red,Youspan,24/02/2023,18/12/2024,10.84,12,http://dummyimage.com/x.png/ff4444/ffffff,15
Garam Masala Powder,Edgewire,01/06/2023,22/08/2024,97.79,125,http://dummyimage.com/x.png/ff4444/ffffff,5
Nantucket Orange Juice,Yambee,22/09/2022,28/12/2024,214.56,127,http://dummyimage.com/x.png/5fa2dd/ffffff,17
Persimmons,Cogilith,21/09/2022,30/04/2024,67.68,187,http://dummyimage.com/x.png/cc0000/ffffff,11
"Capon - Breast, Double, Wing On",Dynava,07/04/2023,20/06/2024,189.36,77,http://dummyimage.com/x.png/cc0000/ffffff,11
Table Cloth 54x72 White,Livepath,09/03/2023,23/02/2024,194.27,47,http://dummyimage.com/x.png/dddddd/000000,9
Cape Capensis - Fillet,Oyonder,24/04/2023,29/03/2024,162.68,100,http://dummyimage.com/x.png/cc0000/ffffff,10
Artichoke - Fresh,Flipstorm,30/05/2023,01/02/2024,226.57,129,http://dummyimage.com/x.png/cc0000/ffffff,15
